Court File number,Unmet demand (months),Lottery ranking,Hearing Length (days),Registry ID,Court Class,First Choice Date,Second Choice Date,Third Choice Date,Fourth Choice Date,Fifth Choice Date,Date booked,New unmet demand (months)
VA M00194,0,73,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,26-August-2024,0
VA M00217,0,74,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,26-August-2024,0
VA M00129,0,75,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,26-August-2024,0
VA M00084,0,76,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,26-August-2024,0
VA M00182,0,77,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,26-August-2024,0
VA M00114,0,78,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,26-August-2024,0
VA M00017,0,79,7,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,06-August-2024,0
VA M00213,0,80,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,26-August-2024,0
VA M00145,0,81,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,26-August-2024,0
VA M00219,0,82,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,26-August-2024,0
VA M00038,0,83,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,26-August-2024,0
VA M00107,0,84,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,26-August-2024,0
VA M00060,0,85,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,26-August-2024,0
VA M00210,0,86,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,26-August-2024,0
VA M00014,0,87,7,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,06-August-2024,0
VA M00097,0,88,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,26-August-2024,0
VA M00238,0,89,2,VA,M - Motor Vehicle Accidents,01-August-2024,07-August-2024,08-August-2024,13-August-2024,14-August-2024,01-August-2024,0
VA M00031,0,90,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,26-August-2024,0
VA M00175,0,91,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,26-August-2024,0
VA M00119,0,92,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,26-August-2024,0
VA M00183,0,93,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00015,0,94,12,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,06-August-2024,0
VA M00180,0,95,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00096,0,96,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00007,0,97,13,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,06-August-2024,0
VA M00047,0,98,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00034,0,99,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00029,0,100,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00224,0,101,4,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,06-August-2024,0
VA M00043,0,102,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00160,0,103,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00140,0,104,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00003,0,105,23,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,Not Booked,1
VA M00137,0,106,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00044,0,107,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00024,0,108,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00058,0,109,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00005,0,110,7,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,06-August-2024,0
VA M00025,0,111,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00169,0,112,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00100,0,113,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00132,0,114,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00205,0,115,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00207,0,116,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00156,0,117,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00039,0,118,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00170,0,119,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00127,0,120,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00113,0,121,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00066,0,122,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00222,0,123,4,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,06-August-2024,0
VA M00152,0,124,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00220,0,125,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00011,0,126,9,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,06-August-2024,0
VA M00208,0,127,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00212,0,128,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00133,0,129,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00033,0,130,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00200,0,131,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00072,0,132,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00167,0,133,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00012,0,134,11,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,06-August-2024,0
VA M00150,0,135,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00231,0,136,3,VA,M - Motor Vehicle Accidents,07-August-2024,13-August-2024,14-August-2024,20-August-2024,21-August-2024,Not Booked,1
VA M00237,0,137,3,VA,M - Motor Vehicle Accidents,07-August-2024,13-August-2024,14-August-2024,20-August-2024,21-August-2024,Not Booked,1
VA M00059,0,138,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00117,0,139,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00048,0,140,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00176,0,141,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00013,0,142,7,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,06-August-2024,0
VA M00087,0,143,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00010,0,144,13,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,06-August-2024,0
VA M00192,0,145,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00171,0,146,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00184,0,147,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00239,0,148,2,VA,M - Motor Vehicle Accidents,01-August-2024,07-August-2024,08-August-2024,13-August-2024,14-August-2024,01-August-2024,0
VA M00206,0,149,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00091,0,150,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00037,0,151,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00104,0,152,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00004,0,153,14,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,06-August-2024,0
VA M00202,0,154,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00057,0,155,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00121,0,156,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00211,0,157,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00061,0,158,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00141,0,159,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00138,0,160,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00139,0,161,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00126,0,162,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00052,0,163,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00022,0,164,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00019,0,165,12,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,06-August-2024,0
VA M00067,0,166,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00223,0,167,4,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,06-August-2024,0
VA M00216,0,168,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00056,0,169,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00197,0,170,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00187,0,171,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00036,0,172,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00190,0,173,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00115,0,174,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00094,0,175,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00227,0,176,4,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,06-August-2024,0
VA M00055,0,177,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00168,0,178,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00040,0,179,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00232,0,180,3,VA,M - Motor Vehicle Accidents,07-August-2024,13-August-2024,14-August-2024,20-August-2024,21-August-2024,Not Booked,1
VA M00234,0,181,3,VA,M - Motor Vehicle Accidents,07-August-2024,13-August-2024,14-August-2024,20-August-2024,21-August-2024,Not Booked,1
VA M00111,0,182,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00089,0,183,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00135,0,184,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00191,0,185,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00134,0,186,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00221,0,187,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00053,0,188,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00166,0,189,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00001,0,190,27,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,Not Booked,1
VA M00204,0,191,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00026,0,192,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00122,0,193,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00164,0,194,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00195,0,195,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00179,0,196,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00077,0,197,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00181,0,198,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00002,0,199,29,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,Not Booked,1
VA M00080,0,200,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00095,0,201,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00174,0,202,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00064,0,203,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00070,0,204,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00069,0,205,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00128,0,206,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00083,0,207,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00201,0,208,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00006,0,209,12,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,06-August-2024,0
VA M00051,0,210,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00163,0,211,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00233,0,212,3,VA,M - Motor Vehicle Accidents,07-August-2024,13-August-2024,14-August-2024,20-August-2024,21-August-2024,Not Booked,1
VA M00214,0,213,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00110,0,214,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00151,0,215,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00186,0,216,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00149,0,217,5,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,Not Booked,1
VA M00236,0,218,3,VA,M - Motor Vehicle Accidents,07-August-2024,13-August-2024,14-August-2024,20-August-2024,21-August-2024,Not Booked,1
VA M00009,0,219,12,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,06-August-2024,0
