Court File number,Unmet demand (months),Lottery ranking,Hearing Length (days),Registry ID,Court Class,First Choice Date,Second Choice Date,Third Choice Date,Fourth Choice Date,Fifth Choice Date,Date booked,New unmet demand (months)
VA M10240,0,20,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10202,0,21,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10262,0,22,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10085,0,23,12,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10366,0,24,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,16-October-2024,0
VA M10278,0,25,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10209,0,26,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10360,0,27,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10002,0,28,18,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,,,,Not Booked,1
VA M10083,0,29,14,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10377,0,30,1,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,04-October-2024,08-October-2024,02-October-2024,0
VA M10359,0,31,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10208,0,32,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10238,0,33,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10266,0,34,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10095,0,35,8,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10378,0,36,1,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,04-October-2024,08-October-2024,02-October-2024,0
VA M10000,0,37,30,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,,,,Not Booked,1
VA M10217,0,38,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10253,0,39,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10226,0,40,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10279,0,41,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10355,0,42,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10357,0,43,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10264,0,44,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10250,0,45,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10269,0,46,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10380,0,47,1,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,04-October-2024,08-October-2024,03-October-2024,0
VA M10256,0,48,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10363,0,49,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,Not Booked,1
VA M10225,0,50,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10257,0,51,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10231,0,52,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10259,0,53,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10211,0,54,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10239,0,55,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10272,0,56,5,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,21-October-2024,0
VA M10275,0,57,2,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,Not Booked,1
VA M10263,0,58,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10081,0,59,15,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10373,0,60,2,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,Not Booked,1
VA M10248,0,61,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10001,0,62,25,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,,,,Not Booked,1
VA M10214,0,63,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10367,0,64,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,Not Booked,1
VA M10352,0,65,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,15-October-2024,0
VA M10261,0,66,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10362,0,67,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,Not Booked,1
VA M10270,0,68,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10086,0,69,10,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10232,0,70,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10206,0,71,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10251,0,72,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10273,0,73,2,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,Not Booked,1
VA M10273,0,74,5,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,21-October-2024,0
VA M10368,0,75,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,Not Booked,1
VA M10252,0,76,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10254,0,77,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10245,0,78,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10207,0,79,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10229,0,80,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10223,0,81,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10235,0,82,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10087,0,83,11,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10275,0,84,5,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,21-October-2024,0
VA M10356,0,85,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,15-October-2024,0
VA M10258,0,86,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10369,0,87,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,Not Booked,1
VA M10210,0,88,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10361,0,89,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,Not Booked,1
VA M10243,0,90,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10242,0,91,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10370,0,92,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,Not Booked,1
VA M10267,0,93,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10358,0,94,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,15-October-2024,0
VA M10246,0,95,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10272,0,96,2,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,Not Booked,1
VA M10376,0,97,1,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,04-October-2024,08-October-2024,03-October-2024,0
VA M10227,0,98,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10082,0,99,11,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10234,0,100,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10203,0,101,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10236,0,102,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10281,0,103,2,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,Not Booked,1
VA M10222,0,104,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10244,0,105,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10204,0,106,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10271,0,107,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10094,0,108,15,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10277,0,109,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10092,0,110,7,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10218,0,111,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10089,0,112,6,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10375,0,113,2,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,Not Booked,1
VA M10364,0,114,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,Not Booked,1
VA M10221,0,115,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10213,0,116,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10241,0,117,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10230,0,118,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10365,0,119,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,Not Booked,1
VA M10228,0,120,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10212,0,121,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10274,0,122,5,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,28-October-2024,0
VA M10276,0,123,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10215,0,124,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10090,0,125,6,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10371,0,126,2,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,Not Booked,1
VA M10205,0,127,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10201,0,128,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10260,0,129,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10268,0,130,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10084,0,131,13,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10216,0,132,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10374,0,133,2,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,Not Booked,1
VA M10265,0,134,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
