Court File number,Unmet demand (months),Lottery ranking,Hearing Length (days),Registry ID,Court Class,First Choice Date,Second Choice Date,Third Choice Date,Fourth Choice Date,Fifth Choice Date,Date booked,New unmet demand (months)
VA M00370,1,13,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,08-October-2024,0
VA M00377,1,14,1,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,04-October-2024,08-October-2024,02-October-2024,0
VA M00272,1,15,5,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,Not Booked,2
VA M00273,1,16,5,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,Not Booked,2
VA M00281,1,17,2,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,02-October-2024,0
VA M00367,1,18,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,08-October-2024,0
VA M00376,1,19,1,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,04-October-2024,08-October-2024,02-October-2024,0
VA M00399,1,20,20,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,,,,07-October-2024,0
VA M00378,1,21,1,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,04-October-2024,08-October-2024,02-October-2024,0
VA M00371,1,22,2,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,03-October-2024,0
VA M10091,0,1,7,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10086,0,2,10,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10231,0,3,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10212,0,4,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10354,0,5,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10249,0,6,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10251,0,7,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10082,0,8,11,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10085,0,9,12,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10084,0,10,13,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10274,0,11,2,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,16-October-2024,0
VA M10268,0,12,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10367,0,13,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,16-October-2024,0
VA M10221,0,14,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10263,0,15,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10000,0,16,30,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,,,,Not Booked,1
VA M10219,0,17,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10363,0,18,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,22-October-2024,0
VA M10360,0,19,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10373,0,20,2,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,16-October-2024,0
VA M10257,0,21,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10234,0,22,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10356,0,23,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10225,0,24,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10369,0,25,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,22-October-2024,0
VA M10203,0,26,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10370,0,27,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,22-October-2024,0
VA M10275,0,28,2,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,16-October-2024,0
VA M10220,0,29,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10252,0,30,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10372,0,31,2,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,22-October-2024,0
VA M10081,0,32,15,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10243,0,33,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10228,0,34,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10378,0,35,1,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,04-October-2024,08-October-2024,02-October-2024,0
VA M10253,0,36,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10205,0,37,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10218,0,38,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10236,0,39,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10095,0,40,8,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10090,0,41,6,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10094,0,42,15,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10280,0,43,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10241,0,44,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10001,0,45,25,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,,,,Not Booked,1
VA M10217,0,46,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10352,0,47,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10278,0,48,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10003,0,49,20,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,,,,Not Booked,1
VA M10093,0,50,9,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10233,0,51,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10244,0,52,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10379,0,53,1,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,04-October-2024,08-October-2024,02-October-2024,0
VA M10361,0,54,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,29-October-2024,0
VA M10206,0,55,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10237,0,56,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10353,0,57,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,15-October-2024,0
VA M10230,0,58,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10209,0,59,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10264,0,60,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10250,0,61,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10272,0,62,2,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,29-October-2024,0
VA M10083,0,63,14,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10229,0,64,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10377,0,65,1,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,04-October-2024,08-October-2024,02-October-2024,0
VA M10275,0,66,5,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,21-October-2024,0
VA M10238,0,67,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10357,0,68,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,15-October-2024,0
VA M10376,0,69,1,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,04-October-2024,08-October-2024,02-October-2024,0
VA M10201,0,70,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10208,0,71,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10277,0,72,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10380,0,73,1,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,04-October-2024,08-October-2024,03-October-2024,0
VA M10087,0,74,11,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10375,0,75,2,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,29-October-2024,0
VA M10281,0,76,2,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,29-October-2024,0
VA M10216,0,77,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10240,0,78,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10276,0,79,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10088,0,80,10,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10362,0,81,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,29-October-2024,0
VA M10260,0,82,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10246,0,83,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10262,0,84,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10235,0,85,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10223,0,86,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10247,0,87,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10224,0,88,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10272,0,89,5,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,21-October-2024,0
VA M10254,0,90,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10365,0,91,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,29-October-2024,0
VA M10002,0,92,18,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,,,,Not Booked,1
VA M10248,0,93,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10222,0,94,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10239,0,95,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10266,0,96,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10374,0,97,2,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,29-October-2024,0
VA M10204,0,98,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10215,0,99,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10258,0,100,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10273,0,101,5,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,21-October-2024,0
VA M10214,0,102,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10364,0,103,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,29-October-2024,0
VA M10371,0,104,2,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,30-October-2024,0
VA M10211,0,105,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10261,0,106,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10273,0,107,2,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,30-October-2024,0
VA M10355,0,108,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,15-October-2024,0
VA M10210,0,109,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10256,0,110,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10270,0,111,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10271,0,112,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10279,0,113,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10202,0,114,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10351,0,115,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,15-October-2024,0
VA M10226,0,116,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10207,0,117,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10267,0,118,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10366,0,119,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,Not Booked,1
VA M10269,0,120,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10227,0,121,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10274,0,122,5,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,28-October-2024,0
VA M10242,0,123,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10359,0,124,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,15-October-2024,0
VA M10092,0,125,7,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10265,0,126,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10245,0,127,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10232,0,128,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10089,0,129,6,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10358,0,130,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,15-October-2024,0
VA M10368,0,131,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,Not Booked,1
VA M10213,0,132,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10255,0,133,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10259,0,134,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
