Court File number,Unmet demand (months),Lottery ranking,Hearing Length (days),Registry ID,Court Class,First Choice Date,Second Choice Date,Third Choice Date,Fourth Choice Date,Fifth Choice Date,Date booked,New unmet demand (months)
VA M10379,0,12,1,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,04-October-2024,08-October-2024,02-October-2024,0
VA M10269,0,13,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10367,0,14,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,16-October-2024,0
VA M10214,0,15,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10356,0,16,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10234,0,17,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10278,0,18,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10226,0,19,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10270,0,20,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10201,0,21,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10247,0,22,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10371,0,23,2,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,02-October-2024,0
VA M10372,0,24,2,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,16-October-2024,0
VA M10364,0,25,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,16-October-2024,0
VA M10253,0,26,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10207,0,27,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10217,0,28,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10377,0,29,1,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,04-October-2024,08-October-2024,02-October-2024,0
VA M10251,0,30,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10229,0,31,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10203,0,32,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10243,0,33,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10264,0,34,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10213,0,35,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10233,0,36,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10083,0,37,14,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10211,0,38,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10268,0,39,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10279,0,40,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10362,0,41,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,22-October-2024,0
VA M10231,0,42,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10215,0,43,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10369,0,44,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,22-October-2024,0
VA M10370,0,45,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,22-October-2024,0
VA M10212,0,46,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10082,0,47,11,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10236,0,48,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10220,0,49,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10208,0,50,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,07-October-2024,0
VA M10276,0,51,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10227,0,52,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10256,0,53,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10000,0,54,30,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,,,,Not Booked,1
VA M10273,0,55,2,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,23-October-2024,0
VA M10358,0,56,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,15-October-2024,0
VA M10258,0,57,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10092,0,58,7,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10239,0,59,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10093,0,60,9,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10206,0,61,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10204,0,62,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10081,0,63,15,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10219,0,64,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10366,0,65,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,29-October-2024,0
VA M10265,0,66,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10205,0,67,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10202,0,68,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10352,0,69,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,15-October-2024,0
VA M10361,0,70,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,29-October-2024,0
VA M10248,0,71,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10237,0,72,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10365,0,73,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,29-October-2024,0
VA M10368,0,74,3,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,08-October-2024,09-October-2024,16-October-2024,29-October-2024,0
VA M10280,0,75,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10086,0,76,10,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10084,0,77,13,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10274,0,78,5,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,21-October-2024,0
VA M10001,0,79,25,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,,,,Not Booked,1
VA M10216,0,80,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10263,0,81,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10209,0,82,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10245,0,83,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10250,0,84,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10272,0,85,5,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,21-October-2024,0
VA M10274,0,86,2,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,29-October-2024,0
VA M10252,0,87,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10271,0,88,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10091,0,89,7,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10002,0,90,18,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,,,,Not Booked,1
VA M10374,0,91,2,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,29-October-2024,0
VA M10088,0,92,10,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10232,0,93,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10221,0,94,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10094,0,95,15,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10222,0,96,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10254,0,97,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10357,0,98,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,15-October-2024,0
VA M10238,0,99,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10378,0,100,1,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,04-October-2024,08-October-2024,02-October-2024,0
VA M10085,0,101,12,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10228,0,102,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10355,0,103,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,15-October-2024,0
VA M10240,0,104,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10272,0,105,2,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,29-October-2024,0
VA M10375,0,106,2,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,30-October-2024,0
VA M10266,0,107,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10376,0,108,1,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,04-October-2024,08-October-2024,02-October-2024,0
VA M10003,0,109,20,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,,,,Not Booked,1
VA M10223,0,110,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10262,0,111,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,21-October-2024,0
VA M10244,0,112,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10225,0,113,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10241,0,114,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10261,0,115,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10249,0,116,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10273,0,117,5,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,28-October-2024,0
VA M10277,0,118,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10373,0,119,2,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,Not Booked,1
VA M10275,0,120,2,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,Not Booked,1
VA M10281,0,121,2,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,08-October-2024,09-October-2024,Not Booked,1
VA M10380,0,122,1,VA,M - Motor Vehicle Accidents,01-October-2024,02-October-2024,03-October-2024,04-October-2024,08-October-2024,02-October-2024,0
VA M10275,0,123,5,VA,M - Motor Vehicle Accidents,07-October-2024,01-October-2024,21-October-2024,02-October-2024,28-October-2024,28-October-2024,0
VA M10267,0,124,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10095,0,125,8,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10218,0,126,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10255,0,127,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10260,0,128,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10089,0,129,6,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,07-October-2024,0
VA M10353,0,130,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,15-October-2024,0
VA M10246,0,131,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10360,0,132,4,VA,M - Motor Vehicle Accidents,07-October-2024,15-October-2024,21-October-2024,28-October-2024,,15-October-2024,0
VA M10210,0,133,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
VA M10235,0,134,5,VA,M - Motor Vehicle Accidents,07-October-2024,21-October-2024,28-October-2024,,,28-October-2024,0
